발명의명칭,출원인,출원일자,심사진행상태
변형된 리드를 구비한 파우치형 이차전지 및 이를 포함하는 전지 모듈(Pouch-typed secondary battery comprising modified leads and battery module comprising the same),주식회사 엘지화학(서울특별시 영등포구...),2015.09.25,등록결정(일반)
플렉서블 인쇄 회로 필름을 갖는 OLED 디스플레이 디바이스(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE WITH FLEXIBLE PRINTED CIRCUIT FILM),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.10.29,등록결정(일반)
이차 전지 및 이차 전지의 전극 탭과 전극 리드의 결합 방법(Secondary battery and method for combining electrode tab with electrode lead in secondary battery),주식회사 엘지화학(서울특별시 영등포구...),2012.09.07,거절결정(일반)
전극 리드 및 이를 포함하는 이차전지(Electrode lead and Secondary battery comprising it),주식회사 엘지화학(서울특별시 영등포구...),2013.04.30,등록결정(일반)
전극리드의 위치 조절이 가능한 전지셀(Battery Cell Having Position-changeable Electrode Lead),주식회사 엘지화학(서울특별시 영등포구...),2013.03.04,등록결정(일반)
변형된 형태의 리드 필름을 포함하는 전지셀(Battery Cell Having modified Lead Film),주식회사 엘지화학(서울특별시 영등포구...),2014.12.08,등록결정(일반)
전극 탭-리드 결합부에 형성된 밀봉부재를 포함하는 이차전지(Secondary Battery Containing Sealing Member at the Electrode Tap-Lead Joint Portion),주식회사 엘지화학(서울특별시 영등포구...),2014.12.08,등록결정(일반)
신규한 전극리드-전극 탭 결합부로 이루어진 전극조립체 및 이를 포함하는 전기화학 셀(Electrode Assembly Having Novel Lead-tap Joint Structure and Electrochemical Cell Containing the Same),주식회사 엘지화학(서울특별시 영등포구...),2012.04.04,등록결정(일반)
조명 장치용 OLED 패널 및 그 제조 방법(OLED PANEL FOR LIGHTING DEVICE AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.29,
전극리드-전극 탭 결합부 보호용 필름부재를 포함하는 파우치형 전지셀(Pouch-Type Battery Cell Having Film Member for Protecting Electrode Tap-Lead Joint Portion),주식회사 엘지화학(서울특별시 영등포구...),2013.09.24,등록결정(재심사후)
"음극에 리드를 용접하는 방법, 이에 의해 제조된 배터리용 음극 및 이를 포함하는 이차전지(A WELDING METHOD FOR LEAD TO ANODE, BATTERY ANODE MANUFACTURED BY THE SAME AND SECONDARY BATTERY COMPRISING THE SAME)",주식회사 엘지화학(서울특별시 영등포구...),2014.06.13,등록결정(재심사후)
전극리드-전극 탭 결합부로 이루어진 전극조립체 및 이를 포함하는 전기화학 셀(Electrode Assembly Having Lead-tap Joint Structure and Electrochemical Cell Containing the Same),주식회사 엘지화학(서울특별시 영등포구...),2012.04.04,등록결정(일반)
OLED 표시 장치의 특성 편차에 따른 센싱 데이터 보정 방법(Organic light emitting diode display device and method for compensating sensed data based on characteristic deviation of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.06.15,등록결정(일반)
우수한 결합력의 전극리드-전극 탭 결합부를 포함하는 전지셀(Battery Cell Having Lead-Tap Joint of Improved Coupling Force),주식회사 엘지화학(서울특별시 영등포구...),2013.03.04,등록결정(일반)
안전성이 향상된 이차전지용 전극리드 및 이를 이용한 이차전지(Electrode lead for secondary battery with improved safety and secondary battery using the same),주식회사 엘지화학(서울특별시 영등포구...),2011.10.13,등록결정(일반)
OLED 디스플레이용 배리어 필름(BARRIER FILM FOR OLED DISPLAY),주식회사 엘지화학(서울특별시 영등포구...),2014.09.04,등록결정(재심사후)
OLED 화소 증착을 위한 금속 재질의 증착용 마스크 및 OLED 패널 제조 방법(A DEPOSITION MASK OF METAL MATERIAL FOR OLED PIXEL DEPOSITION AND OLED DISPLAY PANEL FABRICATION METHOD),엘지이노텍 주식회사(서울특별시 강서구...),2020.03.30,등록결정(일반)
다채널 OLED 구동회로(Multi channel organic light emitting diode driving circuit),엘지이노텍 주식회사(서울특별시 강서구...),2015.08.20,등록결정(일반)
OLED 제조용 인광 발광 물질 및 이를 포함하는 OLED(Phosphorescene emission materials manufacturing forOLED and OLED comprising the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.02.09,등록결정(일반)
OLED 표시 장치 및 그의 구동 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.03.19,등록결정(일반)
레이저 용접법으로 회로기판과 전극 리드를 직접 접합한 배터리 팩(Battery pack in which circuit board and electrode leads are directly bonded by laser welding),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.11.10,
접착부재에 의해 전극 리드와 버스바가 연결된 전지 모듈(Battery Module With Electrode Lead And Busbar Connected By Adhesive Member),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.07.06,
내압을 일정하게 유지할 수 있는 전극리드를 포함하는 파우치형 전지셀 및 이를 포함하는 전지팩(Pouch-type Battery Cell Comprising Electrode Lead Capable of Maintaining Constant internal Pressure and Battery Pack Comprising the Same),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.11.02,
전극리드와 전극탭의 용접성이 우수한 전극 및 이의 제조방법(Electrode with Excellent Weldability Between Electrode Lead and Electrode Tabs and Method for Manufacturing Same),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.11.02,
리드-탭 용접부의 용접 비드 높이를 개선한 파우치형 이차전지 및 이의 제조 방법(Pouch-type secondary battery with improved weld bead height in lead-tab welding and its manufacturing method),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.09.17,
"개선된 전극 리드 연결 구조를 갖는 배터리 모듈, 그리고 이를 포함하는 배터리 팩 및 자동차(Battery module with improved electrode lead connection structure, and battery pack and vehicle comprising the same)",주식회사 엘지에너지솔루션(서울특별시 영등포구...),2021.08.13,
"개선된 전극 리드 연결 구조를 갖는 배터리 모듈, 그리고 이를 포함하는 배터리 팩 및 자동차(Battery module with improved electrode lead connection structure, and battery pack and vehicle comprising the same)",주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.07.21,
단선 유도 전극리드를 포함하는 배터리 모듈 및 이를 이용한 안전성 향상 방법(Battery module having an electrode lead for control the connecting or disconnecting the circuit and the method for enhancing of secondary battery safety),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.08.19,
전극 탭들과 전극 리드의 탭-리드 결합부가 공간부에 위치하는 전극조립체(Electrode Assembly Comprising Coupling Part between Electrode Tabs and Electrode Lead Located at Space Portion),주식회사 엘지화학(서울특별시 영등포구...),2015.04.16,등록결정(일반)
개선된 탭-리드 결합 구조를 갖는 이차전지(Secondary battery with improved tab-lead coupling structure),주식회사 엘지화학(서울특별시 영등포구...),2013.09.26,등록결정(일반)
"배터리 셀 전극 리드, 이를 포함하는 배터리 셀 연결 구조, 방법 및 배터리 팩(Battery cell electrode lead, battery cell connecting structure, method and battery pack having the same)",주식회사 엘지화학(서울특별시 영등포구...),2012.11.29,거절결정(재심사)
개선된 리드 구조의 이차전지(Secondary electric cell with enhanced lead structure),주식회사 엘지화학(서울특별시 영등포구...),2010.08.17,등록결정(일반)
전극 리드 및 이를 포함하는 이차 전지(Electrode lead and secondary battery including the same),주식회사 엘지화학(서울특별시 영등포구...),2012.10.18,등록결정(일반)
내압성과 안정성이 향상된 전극리드를 포함하는 전지셀(Battery Cell Having Electrode Lead of Improved Resistance Pressure and Stability),주식회사 엘지화학(서울특별시 영등포구...),2012.10.18,등록결정(일반)
전극리드를 포함하고 있는 이차전지(Secondary Battery Having Electrode Lead),주식회사 엘지화학(서울특별시 영등포구...),2013.12.03,거절결정(일반)
전극리드 및 이를 이용한 파우치형 이차전지(ELECTRODE LEAD AND SECONDARY BATTERY COMPRISING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2013.10.14,거절결정(재심사)
이차전지 및 이에 적용되는 전극 리드 조립체(Secondary battery and Electrode lead assembly applied for the same),주식회사 엘지화학(서울특별시 영등포구...),2013.05.31,등록결정(일반)
상이한 두께의 전극 리드를 구비한 배터리 셀을 포함하는 배터리 모듈(Battery module including battery cells with electrode leads of different thicknesses),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.09.15,
위치 가변적 전극 탭-리드- 결합부로 이루어진 전극조립체 및 이를 포함하고 있는 전지셀(Electrode Assembly Having Position-Variable Lead Joint And Battery Cell Contaning The Same),주식회사 엘지화학(서울특별시 영등포구...),2014.07.18,거절결정(재심사)
전극 탭-리드 결합부 구조를 가진 이차전지(Secondary Battery Having Electrode Tap-Lead Joint Portion),주식회사 엘지화학(서울특별시 영등포구...),2012.11.02,등록결정(일반)
서로 탈착 가능한 2개의 전극리드를 포함하는 이차전지(SECONDARY BATTERY COMPRISING TWO ELECTRODE LEAD DETACHABLE FROM EACH OTHER),주식회사 엘지화학(서울특별시 영등포구...),2013.05.28,등록결정(일반)
이차전지 및 이에 적용되는 전극 리드(Secondary battery and Electrode lead applied for the same),주식회사 엘지화학(서울특별시 영등포구...),2012.08.14,거절결정(재심사)
리드와 탭의 단선을 방지할 수 있는 이차 전지(SECONDARY BATTERY FOR PREVENTING DISCONNECTION BETWEEN LEAD AND TAB),주식회사 엘지화학(서울특별시 영등포구...),2011.11.08,거절결정(재심사)
전극 탭과 전극 리드의 결합 방법과 이를 이용한 파우치형 이차전지(METHOD FOR CONNECTING ELECTRODE TAP AND ELECTRODE LEAD AND POUCH TYPE SECONDARY BATTERY USING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2012.04.24,거절결정(일반)
다방향성 리드-탭 구조를 가진 리튬 이차전지(LITHIUM SECONDARY BATTERY HAVING MULTI-DIRECTIONAL LEAD-TAB STRUCTURE),주식회사 엘지화학(서울특별시 영등포구...),2010.12.20,거절결정(재심사)
안정적인 전극리드-전극 탭 결합부로 이루어진 전극조립체및 이를 포함하고 있는 전기화학 셀(Electrode Assembly Having Stable Lead-Tap Joint and Electrochemical Cell Containing Them),주식회사 엘지화학(서울특별시 영등포구...),2007.07.14,등록결정(심사전치후)
벤트부가 형성되어 있는 이차전지용 전극 리드 및 이를 포함하는 이차전지(ELECTRODE LEAD FOR SECONDARY BATTERY WITH BENT PORTION AND SECONDARY BATTERY COMPRISING THE SAME),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2021.11.02,
탭-리드 결합부의 전극간 저항차를 최소화한 전극조립체 및이를 포함하고 있는 전기화학 셀(Electrode Assembly Having Tap-Lead Joint Portion ofMinimized Resistance Difference between Electrodes andElectrochemical Cell Containing the Same),주식회사 엘지화학(서울특별시 영등포구...),2006.07.24,등록결정(일반)
전극 탭 제조 방법 및 전극 리드 제조 방법(Method for manufacturing electrode tab and method for manufacturing electrode lead),주식회사 엘지화학(서울특별시 영등포구...),2013.03.08,등록결정(일반)
이차전지용 전극단자 및 이를 포함하는 리튬 이차전지(ELECTRODE LEAD FOR SECONDARY BATTERY AND SECONDARY BATTERY COMPRISING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2012.06.29,등록결정(일반)
