발명의명칭,출원인,출원일자,심사진행상태
"이중화 씨피유 모듈(DUAL CPU MODULE, ESPECIALLY FOR REDUCING THE PRICE AND SIZE OF THE MODULE BY USING A GENERAL PURPOSE RAM INSTEAD OF A DUAL PORT MEMORY)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.30,거절결정(일반)
"금전 등록기의 백업 배터리 교체방법(METHOD FOR REPLACING A BACKUP BATTERY IN AN ECR(ELECTRONIC CASH REGISTER), PARTICULARLY RELATED TO PREVENTING VOLATILENESS OF RAM(RANDOM ACCESS MEMORY) DATA, CAUSED BY SEPARATION OF THE BACKUP BATTERY, BY SUPPLYING CURRENTS OF A SUB BATTERY TO A RAM EVEN WHEN THE BACKUP BATTERY IS SEPARATED)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.24,취하(심사미청구)
"전자식 금전등록기의 금액 표시 방법(METHOD FOR DISPLAYING AN AMOUNT OF MONEY IN AN ECR(ELECTRONIC CASH REGISTER), PARTICULARLY FOR STORING A SUM AMOUNT, A PAYMENT AMOUNT AND THE REMAINDER ON A RAM(RANDOM ACCESS MEMORY) AND SIMULTANEOUSLY DISPLAYING THE AMOUNTS SO THAT A STAFF AND A CUSTOMER CAN CONFIRM THE AMOUNTS)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.24,취하(심사미청구)
반도체 소자 제조방법(MANUFACTURING METHOD OF A SEMICONDUCTOR DEVICE FOR OBTAINING PROCESS RELIABILITY BY FORMING A STORAGE ELECTRODE OF A D RAM CAPACITOR),삼성전자주식회사(경기도 수원시 영통구...),1997.12.22,취하(심사미청구)
"단말기의 암호 알고리즘 구현 방법 및 시스템(METHOD AND A SYSTEM FOR REALIZING A CRYPTOGRAPHIC ALGORITHM OF A TERMINAL, ESPECIALLY FOR LOADING A PART OF CODES FOR REALIZING THE CRYPTOGRAPHIC ALGORITHM IN A RAM(RANDOM ACCESS MEMORY))",삼성전자주식회사(경기도 수원시 영통구...),1997.12.19,거절결정(일반)
"SRAM셀의 부하저항 형성방법(FORMING METHOD FOR LOAD RESISTANCE OF A SRAM CELL, ESPECIALLY CONCERNED WITH IMPROVING MANUFACTURING YIELD BY ELIMINATING COMPLEX PHOTOLITHOGRAPHY FOR FORMING A PHOTORESIST PATTERN)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.16,취하(심사미청구)
RAM의메모리데이터보호회로(),삼성전자주식회사(경기도 수원시 영통구...),1986.07.15,취하(심사미청구)
부하저항을 갖는 에스램(SRAM) 셀 제조방법(METHOD FOR MANUFACTURING AN SRAM CELL HAVING LOAD RESISTANCE FOR ACCURATELY CONTROLLING LENGTH OF THE LOAD RESISTANCE),삼성전자주식회사(경기도 수원시 영통구...),1997.10.31,취하(심사미청구)
"디램의 콘택제조 방법(CONTACT FABRICATING METHOD OF A D RAM, PARTICULARLY FOR PREVENTING THE LIFTING PHENOMENON OF BARRIER METAL BY USING PHOSPHATE)",삼성전자주식회사(경기도 수원시 영통구...),1997.10.09,취하(심사미청구)
강유전체 메모리 셀을 구비한 불 휘발성 메모리 장치(NONVOLATILE MEMORY DEVICE HAVING A FERROELECTRIC MEMORY CELLS FORREDUCING FATIGUE OF A REFERENCE CELL AND IMPROVING CREDIBILITY OF A FERROELECTRIC RAM DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1997.09.22,취하(심사미청구)
"디램의 동시 콘택형성방법(CONTACT FORMING METHOD OF A D-RAM, SIMULTANEOUSLY FORMING CONTACTS FOR CONNECTION WITH CONDUCTIVE LINES)",삼성전자주식회사(경기도 수원시 영통구...),1997.09.12,취하(심사미청구)
금전등록기의 데이터 검색방법(DATA SEARCHING METHOD FOR CASH REGISTER FOR STORING DATA PRODUCED IN CASH TRANSACTIONS IN RAM AND ENABLING DATA TO BE CONFIRMED WITHOUT ISSSUING AUDITORIAL PAPER),삼성전자주식회사(경기도 수원시 영통구...),1997.08.31,취하(심사미청구)
스테이틱 램 셀 데이타 독출 장치(SRAM CELL DATA READING DEVICE FOR READING A DATA FROM A STATIC RAM CELL),삼성전자주식회사(경기도 수원시 영통구...),1997.09.11,취하(심사미청구)
강유전체 램 장치의 데이터 센싱 방법(METHOD OF SENSING DATA OF A FERROELECTRIC RAM DEVICE HAVING A FERROELECTRIC CAPACITOR),삼성전자주식회사(경기도 수원시 영통구...),1997.09.08,취하(심사미청구)
"플래시 메모리 이용 보조기억장치 및 그 방법(SUPPORT MEMORY DEVICE USING FLASH MEMORY AND A METHOD FOR USING THE SUPPORT MEMORY DEVICE, ESPECIALLY FOR EMBODYING SUPPORT CACHE MEMORY BY USING STATIC RAM)",삼성전자주식회사(경기도 수원시 영통구...),1997.08.29,거절결정(일반)
온도검출회로및이를구비한스태틱램장치(TEMPERATURE DETECTION CIRCUIT AND STATIC RAM DEVICE WITH TEMPERATURE DETECTION CIRCUIT USING TWO VOLTAGES HAVING DIFFERENT LEVEL VARIATION),삼성전자주식회사(경기도 수원시 영통구...),1997.08.26,등록결정(심사전치후)
강유전체 반도체 메모리 장치(FERROELECTRIC SEMICONDUCTOR MEMORY DEVICE HAVING HIGH OPERATIONAL SPEED CAPABLE OF PERFORMING RAM OPERATIONS WITHOUT USING A REFERENCE CELL BY FORMING A CAPACITOR COMPOSED OF A FERROELECTRIC MATERIAL ON A GATE),삼성전자주식회사(경기도 수원시 영통구...),1997.08.20,취하(심사미청구)
쉬프트레지스터를 이용한 SDRAM 인터페이스 장치(The SDRAM interface apparatus using a shift register),삼성전자주식회사(경기도 수원시 영통구...),1997.08.08,등록결정(일반)
"다이나믹 램 장치의 플레이트 전압 발생 회로(PLATE VOLTAGE GENERATION CIRCUIT OF DRAM(DYNAMIC RAM) DEVICE, ESPECIALLY INCLUDING LEVEL DETECTION CIRCUIT)",삼성전자주식회사(경기도 수원시 영통구...),1997.07.31,등록결정(일반)
"확장된 부하 소자를 구비한 스태틱 램 및 그 제조방법(STATIC RAM HAVING AN EXTENDED LOAD ELEMENT AND A MANUFACTURING METHOD THEREOF, PARTICULARLY CONCERNED WITH PREVENTING STANDBY CURRENT OF SRAM FROM BEING INCREASED ACCORDING TO DECREASE OF LOAD RESISTANCE)",삼성전자주식회사(경기도 수원시 영통구...),1997.07.29,취하(심사미청구)
"스태틱 램 장치(STATIC RAM DEVICE WHICH IS STABLY OPERATED AT LOW VOLTAGE, ESPECIALLY INCLUDING SELECTION VOLTAGE GENERATION CIRCUIT)",삼성전자주식회사(경기도 수원시 영통구...),1997.07.31,등록결정(일반)
비디오 데이터의 변환방법 및 변환회로(METHOD AND AN APPARATUS FOR CONVERTING VIDEO DATA TO USE A COMPARATIVELY LOW-PRICED VIDEO RAM),삼성전자주식회사(경기도 수원시 영통구...),1997.07.29,등록결정(일반)
SRAM 셀의 부하저항 형성방법(),삼성전자주식회사(경기도 수원시 영통구...),1997.06.20,취하(심사미청구)
"스태틱 램 장치 및 그것의 감지 증폭 회로(STATIC RAM DEVICE AND SENSE AMPLIFICATION CIRCUIT THEREOF, ESPECIALLY OBTAINING A STABLE READ OPERATION)",삼성전자주식회사(경기도 수원시 영통구...),1997.06.09,등록결정(일반)
매몰 커패시터를 갖는 SOI DRAM 및 그 제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1997.06.09,취하(심사미청구)
DRAM의재기입회로(),삼성전자주식회사(경기도 수원시 영통구...),1985.12.30,거절결정(일반)
SRAM 장치의 리던던트 프리디코더 회로(REDUNDANT PREDECODER CIRCUIT OF SRAM),삼성전자주식회사(경기도 수원시 영통구...),1997.02.26,등록결정(일반)
전기적인 특성을 개선한 에스램(SRAM)의 제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1997.02.14,취하(심사미청구)
에프램(FRAM)셀의 제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1997.01.28,취하(심사미청구)
CMOS SRAM 장치(CMOS SRAM DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1997.02.06,등록결정(일반)
디램(DRAM)의 감지 증폭기(),삼성전자주식회사(경기도 수원시 영통구...),1997.02.14,취하(심사미청구)
메모리 셀에 스트레스를 가하는 SRAM 장치의 번-인 테스트 방법(),삼성전자주식회사(경기도 수원시 영통구...),1997.01.13,포기(등록결정전 포기서제출)
기입 동작시 소모되는 전류를 줄이기 위한 워드라인 구동회로 및 이를 이용한 SRAM 장치(WORD LINE DRIVING CIRCUIT IN SRAM),삼성전자주식회사(경기도 수원시 영통구...),1997.01.13,등록결정(일반)
SRAM 장치의 비트 라인 프리챠지 및 등화회로와 데이터 라인 프리챠지 및 등화회로(DATA LINE PRECHARGE AND EQUALIZING CIRCUIT IN SRAM),삼성전자주식회사(경기도 수원시 영통구...),1997.01.13,등록결정(일반)
SRAM 장치의 비트라인 프리챠지 회로(BIT LINE PRECHARGE CIRCUIT OF SRAM DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1997.01.13,등록결정(일반)
불휘발성SRAM의데이타손실방지회로(),삼성전자주식회사(경기도 수원시 영통구...),1985.12.10,취하(심사미청구)
에프 램(FRAM) 셀의 제조방법(A FABRICATION METHOD OF FRAM CELL),삼성전자주식회사(경기도 수원시 영통구...),1996.12.31,등록결정(일반)
저전압용 SRAM 셀(),삼성전자주식회사(경기도 수원시 영통구...),1996.12.20,거절결정(일반)
DRAM 장치의 스탠바이 내부 전원전압 발생회로(STANBY INSIDE POWER VOLTAGE GENERATION CIRCUIT OF DRAM DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1996.12.13,등록결정(일반)
DRAM 장치의 내부 전원전압 발생회로(INSIDE POWER VOLTAGE GENERATION CIRCUIT OF DRAM DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1996.12.13,등록결정(일반)
램 디지탈 아날로그 컨버터(RAMDAC) 테스트 장치 및 방법(),삼성전자주식회사(경기도 수원시 영통구...),1996.10.25,취하(심사미청구)
랜덤 엑세스 메모리(DRAM) 장치의 금속 배선 형성 방법(),삼성전자주식회사(경기도 수원시 영통구...),1996.10.07,취하(심사미청구)
동기식 반도체 메모리 장치(SDRAM)를 위한 병렬 비트 테스트(PBT) 제어 회로 및 그 제어 방법(Parallel bit test control circuit for synchronous DRAM and cotrol method thereof),삼성전자주식회사(경기도 수원시 영통구...),1996.09.24,등록결정(일반)
반도체 DRAM의 커패시터 제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1996.08.30,취하(심사미청구)
자기정렬형 비트 콘택홀을 갖는 DRAM 셀 제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1996.08.29,취하(심사미청구)
버퍼 램을 이용한 프로그램 구동 장치 및 방법(DRIVING APPARATUS AND METHOD OF PROGRAM USING BUFFER RAM),삼성전자주식회사(경기도 수원시 영통구...),1996.07.23,등록결정(일반)
DRAM 반도체 장치(),삼성전자주식회사(경기도 수원시 영통구...),1996.06.26,취하(심사미청구)
에스램(SRAM)반도체 장치(),삼성전자주식회사(경기도 수원시 영통구...),1996.06.26,취하(심사미청구)
누설전류를 방지하기 위한 강유전체 램 및 그 제조방법(FERROELECTRIC RAM FOR PREVENTING LEAKEAGE CURRENTS AND ITS MANUFACTURING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1996.05.22,등록결정(일반)
DRAM 장치의 비트라인 증폭 회로(),삼성전자주식회사(경기도 수원시 영통구...),1996.05.16,취하(심사미청구)
버퍼램의 고정된 세그먼테이션의 구현장치(FIXED SEGMENTATION BUFFER RAM),삼성전자주식회사(경기도 수원시 영통구...),1996.04.23,등록결정(일반)
스택트-트렌치 캐퍼시터 구조 DRAM의 제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1996.03.15,취하(심사미청구)
DRAM리프레쉬제어기(REFRESH CONTROLLER OF DRAM),삼성전자주식회사(경기도 수원시 영통구...),1996.01.19,등록결정(일반)
CDG 및 CDEG 시스템의 DRAM 사용 방법(DRAM USING METHOD FOR CDG AND CDEG SYSETM),삼성전자주식회사(경기도 수원시 영통구...),1995.12.29,등록결정(일반)
인텔리전트한 DRAM의 리프레쉬 콘트롤러(),삼성전자주식회사(경기도 수원시 영통구...),1995.12.29,취하(심사미청구)
브이-램을 사용한 보조기억 장치의 버퍼 메모리 제어방법(METHOD FOR CONTROLLING BUFFER MEMORY OF AUXILIARY MEMORY USING V-RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.12.26,등록결정(일반)
듀얼출력포트를 가지는 싱크램(SINK RAM HAVING DUAL OUTPUT PORT),삼성전자주식회사(경기도 수원시 영통구...),1995.12.20,등록결정(일반)
디램자유접근제어시스템(THE FREE D-RAM ACCESS SYSTEM),삼성전자주식회사(경기도 수원시 영통구...),1995.12.12,등록결정(일반)
COB구조를구비한DRAM셀의캐패시터제조방법(CAPACITOR FABRICATIO METHOD OF HAVING COB FOR DRAM),삼성전자주식회사(경기도 수원시 영통구...),1995.12.01,등록결정(일반)
비디오램의데이타액세스방법(DATA ACCESS METHOD OF VIDEO RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.11.27,등록결정(일반)
스태틱램의데이타출력버퍼(DATA OUTPUT BUFFER OF STATIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.11.24,등록결정(일반)
반도체장치의SRAM셀및그제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1995.10.11,취하(심사미청구)
비동기램용클럭펄스발생기(THE CLOCK PULSE GENERATOR FOR ASYNCHRONOUS RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.10.16,등록결정(일반)
FRAM의제조방법(METHOD FOR MANUFACTURING FERROELECTRIC DYNAMIC RANDOM ACCESS MEMORY),삼성전자주식회사(경기도 수원시 영통구...),1995.09.19,등록결정(일반)
스태틱램셀의박막트랜지스터및그제조방법(THIN FILM TRANSISTOR OF STATIC RAM CELL & ITS MAKING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1995.09.19,등록결정(일반)
마이콤내부레지스터및램의데이타를디스플레이하기위한장치(DEVICE FOR DISPLAYING REGISTER AND RAM DATA),삼성전자주식회사(경기도 수원시 영통구...),1995.08.19,등록결정(일반)
DRAM셀및그제조방법(DRAM CELL & ITS FABRICATION METHOD),삼성전자주식회사(경기도 수원시 영통구...),1995.08.08,등록결정(일반)
SRAM의PMOS박막트랜지스터의일정전원선과금속배선을전기적으로연결하는콘택및그것의형성방법(PMOS TRANSISTOR OF SRAM),삼성전자주식회사(경기도 수원시 영통구...),1995.07.13,등록결정(일반)
에스램(SRAM)셀및그제조방법(SRAM CELL & FABRICATION METHOD),삼성전자주식회사(경기도 수원시 영통구...),1995.05.11,등록결정(일반)
트리플포트다이나믹램(TRIPLE PORT DYNAMIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.03.31,등록결정(일반)
하드디스크컨트롤러의램액세스장치(RAM ACCESS DEVICE OF HARD DISK CONTROLLER),삼성전자주식회사(경기도 수원시 영통구...),1995.01.06,등록결정(일반)
반도체메모리회로의개선된램코아셀및출력버퍼회로(RAM CORE CELL AND OUTPUT BUFFER CIRCUIT),삼성전자주식회사(경기도 수원시 영통구...),1994.10.13,등록결정(일반)
미세조정가능한스프레더(SPREADER)의헤드프레임(HEAD FRAME)(PRECISELY ADJUSTABLE HEAD FRAME OF SPREADER),삼성중공업 주식회사(경기도 성남시 분당구...),1994.09.30,등록결정(일반)
다중입출력단자를가지는메모리장치의쎌어레이및그구성방법(DUAL PORT STATIC RAM AND CELL ARRAY),삼성전자주식회사(경기도 수원시 영통구...),1993.07.31,등록결정(일반)
스태틱램을이용한바이오스새도우인터페이스장치(BIOS SHADOW INTERFACE DEVICE USING STATIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1993.03.03,등록결정(일반)
DRAM및그제조방법(DRAM AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),1992.05.06,등록결정(일반)
고집적DRAM셀의제조방법(DRAM CELL MANUFACTURING PROCESS),삼성전자주식회사(경기도 수원시 영통구...),1992.03.03,등록결정(일반)
영상데이타출력장치(DATA READING APPARATUS FOR V-RAM AND METHOD THEREFOR),삼성전자주식회사(경기도 수원시 영통구...),1992.02.28,등록결정(일반)
트랜치커패시터형DRAM및그의제조방법(TRENCH CAPACITOR TYPE DRAM AND THE METHOD FOR FABRICATING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),1992.01.08,등록결정(일반)
트랜치커패시터를갖는DRAM의제조방법(MANUFACTURING METHOD OF DRAM WITH TRENCH CAPACITOR),삼성전자주식회사(경기도 수원시 영통구...),1991.11.20,등록결정(일반)
DRAM의제조방법(METHOD OF MANUFACTURING DRAM),삼성전자주식회사(경기도 수원시 영통구...),1991.11.29,등록결정(일반)
실린더형커패시터를구비한DRAM및그제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1991.11.29,거절결정(일반)
스택커패시터형DRAM및그제조방법(),삼성전자주식회사(경기도 수원시 영통구...),1991.11.25,거절결정(일반)
비디오램의스플리트전송시탭로딩회로(SPLIT TRANSFER TAP LOADING CIRCUIT OF VIDEO RAM),삼성전자주식회사(경기도 수원시 영통구...),1991.09.19,등록결정(일반)
폴리실리콘트랜지스터를로드로가지는스테이틱램셀의구조및제조방법(STATIC RAM CELL HAVING A POLY-SILICON TRANSISTOR FOR LOAD AND FABRICATING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),1991.07.26,등록결정(일반)
고저항다결정실리콘층을부하소자로하는스태틱램(STATIC RAM HAVING A POLY-SILICON LAYER FOR LOAD ELEMENT),삼성전자주식회사(경기도 수원시 영통구...),1991.07.19,등록결정(일반)
VGA에내장된RAMDAC의전원제어회로(POWER CONTROL CIRCUIT OF RAMDAC WITHIN VGA),삼성전자주식회사(경기도 수원시 영통구...),1991.03.28,등록결정(일반)
비데오램을이용한문자처리회로및그제어방법(APPARATUS AND METHOD FOR PROCESSING CHARACTERS BY USING VIDEO RAM OF TV SYSTEM),삼성전자주식회사(경기도 수원시 영통구...),1991.01.29,등록결정(일반)
박막트랜지스터부하를가진SRAM셀(),"삼성세미콘덕터, 인코포레이티드(미국, 캘리포니아 *****,새너 제이, 노오쓰 퍼스트 스트리트 ****)",1990.12.04,거절결정(일반)
비디오램의메모리선택회로(CIRCUIT FOR SELECTING MEMORY OF VIDEO RAM),삼성전자주식회사(경기도 수원시 영통구...),1990.11.20,등록결정(일반)
SRAM셀반도체장치(SRAM CELL SEMICONDUCTOR DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1990.11.03,등록결정(일반)
역핀구조를갖는DRAM셀(DRAM CELL HAVING A REVERSE FIN TYPE CAPACITOR),삼성전자주식회사(경기도 수원시 영통구...),1990.10.24,등록결정(일반)
듀얼포트램을이용한AT-버스와입출력콘트롤러프로세서의인터페이스회로(INTERFACE CIRCUIT WITH DUAL-PORT RAM BETWEEN AT-BUS AND INPUT/OUTPUT CONTROLLER PROCESSOR),삼성전자주식회사(경기도 수원시 영통구...),1990.08.30,등록결정(일반)
스태틱램셀의제조방법(METHOD OF FABRICATING STATIC RAM CELL),삼성전자주식회사(경기도 수원시 영통구...),1990.07.18,등록결정(일반)
DRAM메모리리프레쉬제어회로(DRAM MEMORY REFRESH CONTROL CIRCUIT),삼성전자주식회사(경기도 수원시 영통구...),1990.06.04,등록결정(일반)
멀티프로세서를이용한시스템에서서브프로세서의프로그램을램에실장하는방법(METHOD FOR PREGRAM LOADING ON RAM LOCATED IN SUBPROCESSOR SYSTEM),삼성전자주식회사(경기도 수원시 영통구...),1990.04.20,등록결정(일반)
소형시스템에서의램의이중화방법및회로(A METHOD AND AN APPARATUS FOR DOUBLING RAMS IN SMALL COMPUTER SYSTEMS),삼성전자주식회사(경기도 수원시 영통구...),1990.02.20,등록결정(일반)
2층다결정실리콘을이용한SRAM셀의저항증가방법(),삼성전자주식회사(경기도 수원시 영통구...),1989.12.29,포기(등록결정전 포기서제출)
램테스트시고속기록방법(THE METHOD WRITING DATA AT HIGH SPEED WHEN TO TEST RAM),삼성전자주식회사(경기도 수원시 영통구...),1989.11.18,등록결정(일반)
SRAM의워드라인드라이버(WORDLINE DRIVER FOR SRAM),삼성전자주식회사(경기도 수원시 영통구...),1989.10.17,등록결정(일반)
디램셀및그제조방법(D-RAM CELL AND ITS MANUFACTURING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1989.05.19,등록결정(일반)
반도체랜덤액세스메모리쎌의제조방법(METHOD FOR MANUFACTURING RAM\),삼성전자주식회사(경기도 수원시 영통구...),1989.05.06,등록결정(일반)
멀티포트비디오램인터페이싱회로(INTERFACING CIRCUIT IN VIDEO RAM),삼성전자주식회사(경기도 수원시 영통구...),1989.04.29,등록결정(일반)
디램셀의제조방법(DRAM)(DRAM CELL MANUFACTURING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1987.09.30,등록결정(일반)
DRAM셀의제조방법(DRAM CELL MANUFACTURING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1987.09.30,등록결정(일반)
램디스크(RAM DISC),삼성전자주식회사(경기도 수원시 영통구...),1986.12.31,등록결정(일반)
디램셀의제조방법(METHOD FOR MANUFACTURING D-RAM CELL),삼성전자주식회사(경기도 수원시 영통구...),1986.08.22,등록결정(일반)
DRAM의리프레쉬제어회로(REFLESHING CONTROL CIRCUIT FOR A DRAM),삼성전자주식회사(경기도 수원시 영통구...),1986.02.17,등록결정(일반)
LAN에있어서메인CPU와I/OCPU간의DRAM공유회로(),삼성전자주식회사(경기도 수원시 영통구...),1985.12.17,취하(심사미청구)
저속다이내믹램을이용한고속화상저장시스템(HIGH SPEED IMAGE STORING SYSTEM USING LOW SPEED DYNAMIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1985.09.25,등록결정(일반)
비디오램의메모리확장회로(MEMORY EXPANSION CIRCUIT FOR VIDEO RAM),삼성전자주식회사(경기도 수원시 영통구...),1985.02.22,등록결정(일반)
SRAM억세스제어회로(ACCESS CONTROL CIRCUIT OF SRAM),삼성전자주식회사(경기도 수원시 영통구...),1985.02.22,등록결정(일반)
