발명의명칭,출원인,출원일자,심사진행상태
박막 트랜지스터 및 표시 장치(THIN FILM TRANSISTOR AND DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.09.15,거절결정(일반)
초고해상도 평판표시장치용 박막 트랜지스터 기판(THIN FILM TRANSISTOR SUBSTRATE FOR ULTRA HIGH DENSITY FLAT PANEL DISPLAY),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.08.19,취하(심사미청구)
박막 트랜지스터 및 표시 장치(THIN FILM TRANSISTOR AND DISPLAY APPARATUS),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.04,
산화물 반도체 박막 트랜지스터(Thin Film Transistor Having The Oxide-Semiconductor),엘지디스플레이 주식회사(서울특별시 영등포구...)|한국과학기술원(대전광역시 유성구...),2019.09.17,
박막 트랜지스터 및 디스플레이 장치(THIN FILM TRANSISTOR AND DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.11.07,
박막 트랜지스터 어레이 기판 및 이를 포함하는 유기발광 표시장치(Thin Film Transistor Array Substrate And Organic Light Emitting Diode Display Device Including The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.07.29,
하이브리드 타입의 박막 트랜지스터 및 이를 이용한 유기발광 표시장치(Hybrid Thin Film Transistor And Organic Light Emitting Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.07.27,
저반사 배선 구조를 포함하는 박막 트랜지스터 기판(Thin Film Transistor Substrate with Low Reflection Wiring Structure),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.09.16,
박막트랜지스터 및 그를 포함하는 유기발광표시장치(THIN FILM TRANSISTOR AND ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.09.12,등록결정(일반)
박막 트랜지스터 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR AND DISPLAY DEVICE COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.07.24,
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2022.07.14,
박막트랜지스터 어레이 기판 및 그를 포함하는 유기발광표시장치(THIN FILM TRANSISTOR ARRAY SUBSTRATEAND ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.10.26,
박막트랜지스터의제조방법(MANUFACTURING METHOD OF THIN-FILIM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),1997.05.23,등록결정(일반)
멀티 타입의 박막 트랜지스터를 포함하는 유기 발광 표시 장치 및 유기 발광 표시 장치 제조 방법(ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING MULTI-TYPE THIN FILM TRANSISTOR AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.10.31,
박막 트랜지스터의 제조방법 및 그 방법에 의해 제조되는박막트랜지스터의구조(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),1996.04.09,등록결정(심사전치후)
박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTORS),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.12.12,등록결정(일반)
박막트랜지스터및그의제조방법(THIN-FILM TRANSISTOR AND METHOD FOR MANUFACTURING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),1997.03.04,등록결정(일반)
박막트랜지스터 제조방법(METHOD OF FABRICATING THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.06.09,등록결정(일반)
박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD OF THE SAME),주식회사 엘지이아이(서울특별시 영등포구...),1994.11.03,등록결정(일반)
박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.10.02,등록결정(일반)
티이에프티이 액정 디스플레이 디바이스 제조에 사용되는 에어커튼(AIR CURTAIN USED IN THE MANUFACTURE OF A THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.08.14,등록결정(일반)
박막트랜지스터 액정표시장치 및 그 제조방법(THIN-FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE AND ITS MANUFACTURING METHOD),주식회사 엘지이아이(서울특별시 영등포구...),1996.08.30,취하(국내우선권주장)
박막트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.09.01,등록결정(일반)
박막트랜지스터 어레이 기판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND FABRICATINGMETHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.12.11,원결정유지(심사전치)
"박막트랜지스터, 액정표시장치와 그 제조방법(THIN-FILM TRANSISTOR, LIQUID-CRYSTAL DISPLAY AND MANUFACTURING METHOD THEREOF)",엘지디스플레이 주식회사(서울특별시 영등포구...),1998.01.20,등록결정(일반)
액정표시장치용박막트랜지스터및액정표시장치(THIN FILM TRANSISTOR FOR LIQUID CRYSTAL DISPLAY AND LIQUID CRYSTAL DISPLAY),엘지디스플레이 주식회사(서울특별시 영등포구...),1997.01.22,등록결정(취소환송후)
박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.07.30,등록결정(일반)
박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND ITS MANUFACTURING METHOD),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.07.30,등록결정(심사전치후)
박막트랜지스터 및 액정표시장치용 어레이기판 제조방법(method for fabricating thin film transistor and arraysubstrate for liquid crystal display device),엘지디스플레이 주식회사(서울특별시 영등포구...),1999.12.21,거절결정(일반)
반투과형 박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate of Transflective TypeAnd Method for Fabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.24,취하(심사미청구)
박막트랜지스터제조방법(METHOD FOR MANUFACTURING A THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.06.09,등록결정(일반)
TFT 어레이 기판 및 그 제조방법(Thin Film Transistor Array Substrate And Method ForFabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.05.24,취하(심사미청구)
멀티 타입의 박막 트랜지스터를 포함하는 유기 발광 표시 장치 제조 방법(METHOD OF MANUFACTURING ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING MULTI-TYPE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.10.31,
박막트랜지스터를 구비한 엑스레이 검출기(X-RAY DETECTER HAVING THE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.11,거절결정(재심사)
액정표시장치용 박막 트랜지스터 기판 및 이를 구비하는액정표시장치(Thin film transistor panel using liquid crystal displayand liquid crystal display apparatus comprising thesame),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.11.09,거절결정(일반)
박막 트랜지스터 어레이 기판 이의 제조 방법(Thin Film Transistor Array Substrate and Method ForManufacturing the Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.29,취하(심사미청구)
프린지 필드 스위칭 타입의 박막 트랜지스터 기판 및 그제조 방법(THIN FILM TRANSISTOR SUBSTRATE OF FRINGE FIELD SWITCHTYPE AND FABRICATING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.31,원결정유지(심사전치)
박막 트랜지스터 어레이 기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND FABRICATINGMETHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.12.17,원결정유지(심사전치)
박막트랜지스터형액정표시장치및그제조방법(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE AND FABRICATING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),1998.08.19,등록결정(일반)
박막트랜지스터의 제조방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),1997.03.31,등록결정(일반)
박막트랜지스터 및 그의 제조방법(THIN FILM TRANSISTOR AND ITS FABRICATING METHOD),엘지디스플레이 주식회사(서울특별시 영등포구...),1997.11.01,등록결정(일반)
박막트랜지스터및그의제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),1997.08.26,등록결정(취소환송후)
박막트랜지스터기판(THIN FILM TRANSISTOR SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),1997.09.30,등록결정(일반)
"트랜지스터 기판, 이를 이용한 유기발광표시패널 및 그 제조 방법과, 이를 이용한 유기발광표시장치(TRANSISTOR SUBSTRATE, ORGANIC LIGHT EMITTING DISPLAY PANEL USING THE SAME, METHOD OF MANUFACTURING THE SAME, AND ORGANIC LIGHT EMITTING DISPLAY APPARATUS USING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2016.11.30,
멀티 타입의 박막 트랜지스터를 포함하는 유기발광 표시장치(ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING MULTI-TYPE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.11.30,
멀티 타입의 박막 트랜지스터를 포함하는 유기 발광 표시 장치(ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING MULTI TYPE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.11,
박막 트랜지스터 어레이 기판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND LIQUID CRYSTAL DISPLAY DEVICE COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.08.31,
액정표시장치용 어레이 기판 및 그 제조방법(Thin film transistor array panel for liquid crystaldisplay and manufacturing method of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.10.25,취하(심사미청구)
박막트랜지스터 어레이 기판 및 이의 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.12.27,취하(심사미청구)
박막 트랜지스터 및 이를 포함하는 디스플레이 장치(Thin Film Transistor and Display device having the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.30,
유기 박막트랜지스터의 제조방법(Manufacturing for Organic Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.29,취하(심사미청구)
"이미지소자, 센서박막트랜지스터와 그 제조방법.(IMAGE DEVICE, SENSOR THIN FILM TRANSISTOR AND METHOD THEREOF)",엘지디스플레이 주식회사(서울특별시 영등포구...),1998.12.05,거절결정(일반)
멀티 타입의 박막 트랜지스터를 포함하는 유기발광 표시장치 및 유기발광 표시장치 제조방법(ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING MULTI-TYPE THIN FILM TRANSISTOR AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.11.30,
박막 트랜지스터 어레이 기판 및 그의 제조방법(Apparatus and Manufacturing Method of Thin Film Transistor Array Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.09.21,
산화물 반도체 박막 트랜지스터 및 그 제조 방법(Oxide Semiconductor Thin Film Transistor And Manufacturing Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.04.02,
박막 트랜지스터 및 이를 포함하는 표시 장치(THIN FILM TRANSISTOR AND DISPLAY APPARATUS COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.11.26,
트랜지스터 기판 및 이를 이용한 유기발광표시패널과 유기발광표시장치(TRANSISTOR SUBSTRATE AND ORGANIC LIGHT EMITTING DISPLAY PANEL AND ORGANIC LIGHT EMITTING DISPLAY APPARATUS USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.11.30,
액정표시장치용 박막 트랜지스터 및 그 제조 방법(Thin film transistor for LCD and method forfabrication the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.12.01,취하(심사미청구)
칼라 필터 층을 구비한 평판 표시장치용 박막 트랜지스터 기판(Thin Film Transistor Substrate Having Color Filter),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.10.31,
박막 트랜지스터 어레이 기판 및 이의 제조 방법(Thin film transistor array substrate and method thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.28,취하(심사미청구)
박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTORS),주식회사 엘지이아이(서울특별시 영등포구...),1994.10.11,등록결정(일반)
도핑된 주석 산화물 박막 트랜지스터 및 그 제조 방법(DOPED TIN OXIDE THIN FILE TRANSISTOR and manufacturing method thereof),엘지디스플레이 주식회사(서울특별시 영등포구...)|한양대학교 산학협력단(서울특별시 성동구...),2018.11.16,
멀티 타입의 박막 트랜지스터를 포함하는 유기 발광 표시 장치 및 유기 발광 표시 장치 제조 방법(ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING MULTI-TYPE THIN FILM TRANSISTOR AND METHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.08.31,
"박막트랜지스터 어레이 기판 및 그 제조방법(Thin Film Transistor And Method for Manufacturing Of The Same, Display Device Comprising The Same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2016.07.19,
박막트랜지스터 및 이를 포함하는 표시장치(Thin Film Transistor And Display Device Including The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.12.30,
액정표시소자용박막트랜지스터의제조방법(THIN FILM TRANSISTOR FOR LCD),주식회사 엘지이아이(서울특별시 영등포구...),1985.10.17,등록결정(일반)
박막 트랜지스터 기판(Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.05.02,
박막 트랜지스터 기판(Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.05.04,
요당 검출용 전계효과 트랜지스터(FIELD EFFECT TRANSISTOR FOR URINE SUGAR DETECTION),엘지전자 주식회사(서울특별시 영등포구...),2016.03.14,취하(심사미청구)
"박막 트랜지스터 기판, 박막 트랜지스터 기판의 제조 방법 및 이를 포함하는 표시 장치(THIN FILM TRANSISTOR SUBSTRATE, METHODE OF MANUFACTURING THE SAME, AND DISPLAY DEVICE HAVING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2014.10.24,거절결정(일반)
박막트랜지스터의 제조방법(METHOD OF FABRICATING THIN FILM TRANSISTOR),엘지이노텍 주식회사(서울특별시 강서구...),2008.12.17,거절결정(일반)
트랜지스터의 쇼트키 접합을 이용하는 전압제어 발진회로(VOLTAGE CONTROLLED OSCILLATIOR FOR USING SCHOTTKY JUNCTION OF TRANSISTOR),엘지이노텍 주식회사(서울특별시 강서구...),2003.07.10,거절결정(일반)
트랜지스터를 이용한 경보음 발생회로(ALARM OCCURRING CIRCUIT USING TRANSISTOR),엘지이노텍 주식회사(서울특별시 강서구...),2001.04.18,취하(심사미청구)
디스플레이 장치의 포토 트랜지스터를 이용한 화면 명암 제어회로(SCREEN LIGHT AND DARKNESS CONTROL CIRCUIT FOR USING PHOTO TRANSISTOR OF DISPLAY DEVICE),엘지이노텍 주식회사(서울특별시 강서구...),2003.04.29,거절결정(일반)
멀티 타입의 박막 트랜지스터를 포함하는 유기 발광 표시 장치(ORGANIC LIGHT EMITTING DISPLAY DEVICE COMPRISING MULTI-TYPE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.07.29,거절결정(일반)
박막 트랜지스터 기판 및 이를 포함하는 표시장치(Thin Film Transistor Substrate And Display Device Comprising The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.09.22,취하(심사미청구)
박막 트랜지스터 어레이 기판 및 이의 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.05.19,거절결정(재심사)
박막 트랜지스터 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),엘지전자 주식회사(서울특별시 영등포구...),2014.01.03,거절결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.24,거절결정(재심사)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.24,거절결정(재심사)
박막 트랜지스터 기판 및 그를 이용한 디스플레이 장치(Thin Film Transistor substrate and Display Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.21,취하(심사미청구)
디지털 엑스레이 검출기용 박막트랜지스터 어레이 기판(Thin Film Transistor array substrate for digital X-ray detector),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.11.27,거절결정(일반)
표시장치용 유기 박막트랜지스터 및 그 제조방법(ORGANIC THIN FILM TRANSISTOR FOR DISPLAY DEVICE AND FABRICATION METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.02.23,거절결정(재심사)
산화물 반도체 박막트랜지스터의 제조 방법(Method for manufacturing oxide semiconductor thin film transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.12.27,거절결정(일반)
"다결정 실리콘층의 제조방법 및 이를 이용한 박막트랜지스터의 제조방법(METHOD FOR MANUFACTURING OF POLY SILICON LAYER, MEHTOD FOR MANUFACTURING OF THIN FILM TRANSISTOR USING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.22,취하(심사미청구)
박막 트랜지스터 기판 및 그 제조방법(Thin film transistor substrate and Method of manufacturing the sames),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.30,거절결정(재심사)
트랜지스터 제조 방법 및 표시 장치 제조 방법(Method of manufacturing a thin film transistor and method of manufacturing a display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.22,취하(심사미청구)
"박막 트랜지스터 기판, 그의 리페어 방법 및 그의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE, REPAIRING METHOD THE SAME AND FABRICATING METHOD THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.05,거절결정(일반)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.07.29,거절결정(재심사)
박막트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.08,취하(심사미청구)
박막 트랜지스터 기판 및 그 제조방법(Thin film transistor substrate and method of manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.02,취하(심사미청구)
평판 표시장치용 박막 트랜지스터 기판(Transistor Substrate For Flat Panel Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.07.12,취하(심사미청구)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.07.04,취하(심사미청구)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.06.08,취하(심사미청구)
박막트랜지스터의 제조방법(Manufacturing Method of Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.04,취하(심사미청구)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.30,취하(심사미청구)
박막 트랜지스터 기판의 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.29,취하(심사미청구)
박막 트랜지스터 기판과 그 제조방법 및 그를 이용한 디스플레이 장치(Thin film Transistor substrate and method for manufacturing the same and Display Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.04.21,취하(심사미청구)
박막 트랜지스터 기판과 그 제조방법 및 그를 이용한 디스플레이 장치(Thin film Transistor substrate and method for manufacturing the same and Display Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.04.21,취하(심사미청구)
박막 트랜지스터 어레이 기판 및 이의 제조 방법(Thin film transistor array substrate and method for fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.04.20,취하(심사미청구)
패턴 형성 방법 및 박막 트랜지스터 어레이 기판의 제조 방법(Method of forming patterns and method of fabricating a thin film transistor array substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.28,거절결정(일반)
박막 트랜지스터 기판 및 액정표시장치(THIN FILM TRANSISTOR SUBSTRATE AND LIQUID CRYSTAL DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.09.30,취하(심사미청구)
전계 효과 트랜지스터의 특성 측정 알고리즘(Measurement algorithm for Characterics of Field Effect Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.27,취하(심사미청구)
레이저 결정화 시스템과 레이저 결정화 방법 및 그를 이용한 박막 트랜지스터 기판의 제조방법(Laser crystallization system and Laser crystallization method and method for manufacturing thin film transistor substrate using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.06,취하(심사미청구)
"박막트랜지스터, 이를 구비한 엑스레이 검출기 및 액정표시장치(THIN FILM TRANSISTOR, X-RAY DETECTER AND LIQUID CRYSTAL DISPLAY DEVICE HAVING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2010.11.26,거절결정(재심사)
폴리실리콘을 이용한 박막트랜지스터를 갖는 어레이 기판 및 이의 제조방법(Array substrate including thin film transistor of polycrystalline silicon and method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.04.18,취하(심사미청구)
박막 트랜지스터 기판 및 그의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.11.25,취하(심사미청구)
박막 트랜지스터의 제조 방법(FABRICATION METHOD OF THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.07.01,거절결정(일반)
유기 박막 트랜지스터의 제조방법(METHOD FOR FABRICATING ORGANIC THIN FILM TRANSISTOR),엘지전자 주식회사(서울특별시 영등포구...),2010.06.15,취하(심사미청구)
유기 박막 트랜지스터의 제조방법(METHOD FOR FABRICATING ORGANIC THIN FILM TRANSISTOR),엘지전자 주식회사(서울특별시 영등포구...),2010.06.15,취하(심사미청구)
패턴 형성방법 및 이를 이용한 트랜지스터 어레이 기판의 제조방법(PRODUCING METHOD OF PATTERN and MANUFACTURING METHOD OF TRANSISTOR ARRAY SUBSTRATE USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.04.27,거절결정(일반)
박막트랜지스터 및 이의 제조방법(Thin film transistor and Method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.24,취하(심사미청구)
박막 트랜지스터 기판과 그 제조방법 및 그를 이용한 유기 발광장치(Thin film Transistor substrate and method of manufacturing the same and Organic Light Emitting Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.18,거절결정(재심사)
박막 트랜지스터 기판의 제조방법(METHOD OF MANUFACTURING OF THIN FILM TRANSISTOR SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.07,취하(심사미청구)
박막 트랜지스터 기판과 그 제조방법 및 액정표시장치와 그 제조방법(Thin film transistor substrate and Liquid Crystal Display Device and method of manufacturing the sames),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.03,취하(심사미청구)
박막 트랜지스터 기판 및 그를 이용한 액정표시장치(Thin film transistor substrate and Liquid Crystal Display Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.04,취하(심사미청구)
박막 트랜지스터 기판과 그 제조방법 및 액정표시장치와 그 제조방법(Thin film transistor substrate and method of manufacturing the same and Liquid Crystal Display Device and Method of manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.11.23,거절결정(일반)
박막 트랜지스터 및 그 제조방법(Thin film transistor and Manufacturing Method of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.09.02,거절결정(일반)
폴리실리콘을 이용한 박막트랜지스터를 포함하는 어레이 기판 및 이의 제조방법(Array substrate including thin film transistor of polycrystalline silicon and method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.06.03,취하(심사미청구)
박막 트랜지스터 어레이 기판(Thin film transistor array substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.12.30,취하(심사미청구)
박막 트랜지스터 기판과 이를 이용한 표시장치(Thin Film Transistor Substrate and Display Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.12.19,취하(심사미청구)
박막 트랜지스터의 제조 방법 및 표시장치의 제조 방법(Method of fabricating thin film transistor and method of manufacturing display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.12.01,취하(심사미청구)
"박막 트랜지스터, 액정표시장치 그리고 이의 제조방법(Thin Film Transistor, Liquid Crystal Display Device and Manufacturing Method of the same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2008.11.17,취하(심사미청구)
"유기 박막 트랜지스터와 이의 제조방법(Organic Thin Film Transistor, Manufacturing Method of the same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2008.11.14,거절결정(일반)
박막 트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.09.29,거절결정(일반)
폴리실리콘을 이용한 박막트랜지스터를 포함하는 어레이기판의 제조방법(Method of fabricating array substrate including thin film transistor using polycrystalline silicon),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.06.25,취하(심사미청구)
박막트랜지스터 및 그 제조방법(Thin film transistor and method for fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.06.25,거절결정(일반)
"광센서용 박막트랜지스터 및 그 제조 방법과 그를 가지는액정 표시 패널(THIN FILM TRANSISTOR FOR PHOTO SENSOR, METHOD OF FABRICATING THE SAME, AND LIQUID CRYSTAL DISPLAY PANEL HAVING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2007.12.05,취하(심사미청구)
박막 트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.10.23,취하(심사미청구)
박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate And Manufacturing Method Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.10.29,취하(심사미청구)
"박막트랜지스터, 이의 제조 방법 및 이를 구비하는표시장치(THIN FILM TRANSISTOR, METHOD OF MANUFACTURING THE SAME AND DISPLAY DEVICE HAVING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2007.10.05,취하(심사미청구)
