심사진행상태,출원일자,발명의명칭,출원인,,,,,,,,,,,,,,,,,
취하(심사미청구),1999.01.20,엘씨디 타이밍 제어회로(LIQUID CRYSTAL DISPLAY TIMING CONTROL CIRCUIT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.12.22,진공 챔버의 내부 디스플레이 장치(INTERNAL DISPLAY DEVICE OF VACUUM CHAMBER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.12.23,플라즈마 디스플레이 장치의 구동방법(METHOD FOR DRIVING A PLASMA DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.12.23,플라즈마디스플레이장치의구동방법(METHOD FOR DRIVING A PLASMA DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.12.23,수직배향모드 액정표시장치의 배향막 구조 및 그 형성방법(ALIGNMENT LAYER STRUCTURE OF VERTICAL ALIGNMENT MODE LIQUID CRYSTAL DISPLAY DEVICE AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.12.16,전계 방출 표시 소자의 제조방법(METHOD FOR MANUFACTURING ELECTRIC FIELD EMITTING DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
포기(등록결정전 포기서제출),1998.12.03,영상기기의 화면 사이즈 자동 조정 장치 및 그방법(APPARATUS FOR AUTOMATICALLY ADJUSTING SCREEN SIZE OF DISPLAY AND A METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.10.29,유기 전계발광 표시소자(ORGANIC ELECTROLUMINISCENT DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.10.28,플라즈마디스플레이패널의격벽형성방법(METHOD FOR MANUFACTURING BARRIER RIBS OF PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.08.24,액정 표시 소자(LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.08.24,액정표시장치및그제조방법(LIQUID CRYSTAL DISPLAY DEVICE AND FABRICATING METHOD OF THE SAME),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.07.10,광도전 셀을 이용한 LCD 패널 자동 밝기 조절 장치 및 방법(AUTO BRIGHTNESS CONTROL DEVICE IN LIQUID CRYSTAL DISPLAY AND METHOD OF FABRICATING THEREOF.),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.07.10,도로 결빙 상태 디스플레이 장치 및 방법(DEVICE FOR DISPLAYING FREEZING CONDITION OF ROAD AND METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.30,플라즈마 디스플레이 패널의 격벽 형성방법(METHOD FORMING BARRIER RIB OF PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.29,플라즈마디스플레이패널(PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.30,플라즈마디스플레이패널의전면기판(FRONT SUBSTRATE OF PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.26,박막트랜지스터액정표시소자(THIN-FILM LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.30,플라즈마디스플레이패널의격벽형성방법(METHOD OF FORMING BARRIER RIB OF PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.23,액정표시소자(LIQUID CRYSTAL DISPLAY ELEMENT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.04.22,액정표시소자(LIQUID CRYSTAL DISPLAY ELEMENT CAPABLE OF REALIZING DOT INVERSION BY COLUMN INVERSION),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.02.26,동기신호 펄스폭 조절장치(APPARATUS FOR ADJUSTING PULSE WIDTH OF A SYNCHRONOUS SIGNAL WHICH PREVENTS MIS-OPERATION AND DISPLAYS HIGH DEFINITION PICTURE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.02.10,엔진상태 표시기를 가지는 시동장치(STARTING APPARATUS HAVING AN ENGINE CONDITION INDICATOR FOR DISPLAYING A CONDITION OF AN ENGINE BY A LIGHT EMITTING DIODE(LED) AND FOR SHOWING A REMAINING AMOUNT OF A BATTERY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
포기(등록결정전 포기서제출),1997.12.31,"티알에스 단말기의 한글 표시방법(KOREAN LANGUAGE INDICATING METHOD OF TRS(TRUNKED RADIO SYSTEM) TERMINAL, ESPECIALLY FOR KOREAN LANGUAGE INDICATING METHOD OF TRS(TRUNKED RADIO SYSTEM) TERMINAL CAPABLE OF DISPLAYING KOREAN LANGUAGE WHEN DISPLAYING MENU OR SENDING MESSAGE)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
포기(등록결정전 포기서제출),1997.12.30,"이동통신 단말기의 키 입력 순서 표시 장치 및 제어 방법(DEVICE FOR DISPLAYING SEQUENCE OF KEY INPUT OF MOBILE TELECOMMUNICATION TERMINAL AND METHOD THEREOF, ESPECIALLY FOR DEVICE FOR DISPLAYING A NEXT KEY TO BE INPUT TO A USER)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.27,"카 오디오를 이용한 경보 장치 및 방법(ALARMING DEVICE FOR USING A VEHICLE AUDIO ESPECIALLY FOR GENERATING ALARMING SOUND FROM A DISPLAY UNIT BY SENSING A REAR TRAVELING VEHICLE BY A SENSOR UNIT, AND A METHOD THEREOF)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.24,플라즈마 디스플레이 패널(PLASMA DISPLAY PANEL HAVING A DIELECTRIC LAYER WHOSE CAPACITANCE IS REDUCED),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.24,플라즈마디스플레이패널의격벽형성방법(METHOD FOR FORMING A PARTITION WALL OF A PLASMA DISPLAY PANEL BY FILLING A PASTE AT A SPACE BETWEEN METALLIC PATTERNS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.27,"노래방 CD 재생시 배경화면 선택장치 및 그 제어방법(APPARATUS FOR SELECTING BACKGROUND IMAGE WHILE PLAYING A KARAOKE CD AND A METHOD FOR CONTROLLING THE SAME, ESPECIALLY FOR DISPLAYING ADULT BACKGROUND IMAGE ONLY BY ENTERING PASSWORD)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.27,"카 오디오를 이용한 자동차 배터리 전압 측정 장치 및 방법(DEVICE AND A METHOD FOR MEASURING VOLTAGE OF A BATTERY BY USING A CAR AUDIO SYSTEM, WITH ENABLING A MICROCOMPUTER OF THE CAR AUDIO TO CHECK BATTERY VOLTAGE AND DISPLAYING VOLTAGE SUPPLIED FROM THE BATTERY)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.26,플라즈마디스플레이패널(PDP(PLASMA DISPLAY PANEL) AND DRIVING METHOD THEREOF FOR IMPROVING LUMINANCE BY INCREASING NUMBER OF LIGHTING OF DISPLAY CELLS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.24,"플라즈마 디스플레이 패널의 제조장치 및 이를 이용한 플라즈마 디스플레이 패널의 제조 방법(APPARATUS FOR MANUFACTURING A PLASMA DISPLAY PANEL BY IN-LINING A PANEL MANUFACTURING PROCESS, AND A METHOD THEREOF)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.22,액정 표시 소자의 배선 테스트 방법(METHOD FOR TESTING THE WIRING OF AN LCD(LIQUID CRYSTAL DISPLAY) DEVICE FOR DETECTING THE DISCONNECTION OF WIRING AND THE DISCONNECTED POSITION OF WIRING BY USING A SEPARATE INSULATED BOARD WITH PREDETERMINED WIRING FOR A TEST),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.23,액정 표시 장치(IPS-VA MODE LIQUID CRYSTAL DISPLAY DEVICE DRIVEN AT LOW DRIVING VOLTAGE BY USING LIQUID CRYSTALS OF LOW MODULUS OF ELASTICITY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
포기(등록결정전 포기서제출),1997.12.19,"이동통신 시스템에서 역방향 링크 데이터 표시방법(METHOD FOR DISPLAYING REVERSE LINK DATA IN A MOBILE COMMUNICATION SYSTEM, ESPECIALLY FOR DISPLAYING A THREE DIMENSIONAL GRAPH OF THE REVERSE LINK DATA)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.15,디브이디 시스템의 고속 탐색시 화면 디스플레이장치(APPARATUS FOR DISPLAYING AN IMAGE IN A HIGH-SPEED SEARCHING OPERATION OF A DIGITAL VIDEO DISC(DVD) SYSTEM BY TRANSFERRING AN 'I' PICTURE TO A HOST FROM MPEG(MOVING PICTURE EXPERTS GROUP)-2 DATA IN FAST-FORWARD AND FAST-BACKWARD OPERATIONS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.15,"자동차 타이어 방향 인지 장치 및 그 제어 방법(APPARATUS FOR IDENTIFYING DIRECTIONS OF VEHICLE TIRES AND A METHOD FOR CONTROLLING THE SAME, ESPECIALLY BY DISPLAYING THE DIRECTION DATA OF THE TIRES THROUGH A DISPLAY PART)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.11,다중 도메인을 갖는 액정 표시 소자(LIQUID CRYSTAL DISPLAY DEVICE HAVING MULTI-DOMAINS TO COMPENSATE VIEWING ANGLE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.15,"셋탑박스 수신감도 측정방법(METHOD FOR MEASURING SET TOP BOX RECEPTION SENSITIVITY, ESPECIALLY FOR DESIGNATING A RECEPTION DIRECTION AND DISPLAYING MAXIMUM DATA VALUE)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.11,액정표시소자(LIQUID CRYSTAL DISPLAY DEVICE CAPABLE OF IMPROVING CHARACTERISTICS OF A VIEWING ANGLE BY USING A PIXEL ELECTRODE IN A SPIRAL SHAPE AND A COMMON ELECTRODE IN A SPIRAL SHAPE CORRESPONDING TO THE PIXEL ELECTRODE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.09,"침입경보 자동 추적방법 및 그 장치(INVASION ALARM AUTOMATIC TRACKING METHOD AND AN APPARATUS THEREOF, ESPECIALLY CAPABLE OF SHORTENING TIME REQUIRED FROM MOBILIZATION TO ARRIVAL BY GUIDING THE SHORTEST COURSE WHILE DISPLAYING THE SHORTEST COURSE ON THE NAVIGATION DIGITAL MAP OF A PATROL CAR IF AN INVASION ALARM IS OPERATED BY AN OUTSIDER)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.02,주/정차 안내 장치 및 방법(APPARATUS AND METHOD FOR GUIDING PARKING/STOPPING OF A VEHICLE FOR INFORMING A PERSON OF A VEHICLE STATE FROM A SOUND OUTPUT PART AND A DISPLAY PART WHEN THE PERSON TOUCHES THE VEHICLE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.04,"스탠드바이 전원 제어 장치 및 그 방법(APPARATUS FOR CONTROLLING STANDBY POWER AND METHOD USING THE SAME, ESPECIALLY FOR CONTROLLING FRONT STANDBY POWER IN A MAIN BOARD USING AN OUTPUT PORT OF A FLUORESCENT DISPLAY UNIT)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.02,"진동방지용칩이 내장된 비디오 CD 플레이어(VIDEO CD PLAYER HAVING A VIBRATION PREVENTION CHIP, FOR NORMALLY DISPLAYING A SCREEN OF A VIDEO CD IN A COLLISION BY CONNECTING A PREDETERMINED VIBRATION PREVENTION CHIP TO A D RAM)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.11.04,디스크 플레이어의 탐색 간격 표시 장치 및 그 제어 방법(APPARATUS FOR DISPLAYING A SEARCHING INTERVAL OF A DISK PLAYER AND A CONTROL METHOD THEREOF BY VISIBLY DISPLAYING THE SEARCHING INTERVAL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.11.04,컴팩트 디스크 플레이어의 시간 정보 표시방법(METHOD FOR DISPLAYING TIME INFORMATION OF A COMPACT DISK PLAYER BY USING A CLOCK IN A COP),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
포기(등록결정전 포기서제출),1997.11.03,"이동통신 단말기의 무응답 제어방법(METHOD FOR CONTROLLING NON-RESPONSE IN A MOBILE COMMUNICATION TERMINAL, ESPECIALLY FOR RECEIVING RECOGNITION CHARACTERS WHEN A RECEIVING PARTY'S TERMINAL IS IN A NON-RESPONSE STATE, AND DISPLAYING THE RECOGNITION CHARACTERS ON THE RECEIVING PARTY'S TERMINAL)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.20,"배터리의 잔량 표시방법(METHOD FOR DISPLAYING BATTERY RESIDUE, ESPECIALLY FOR DETECTING BATTERY RESIDUE BY USING A CPU(CENTRAL PROCESSING UNIT) HAVING OPERATION MODES OF RUN, IDLE AND SLEEP)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.22,"리모트 콘트롤러 신호분석 표시방법(METHOD FOR DISPLAYING SIGNAL ANALYSIS OF A REMOTE-CONTROLLER, ESPECIALLY FOR ANALYZING A SIGNAL TRANSMITTED THROUGH AN INFRARED RAY FROM THE REMOTE CONTROLLER)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.04,"비디오 시디 플레이어의 화면 제어 장치 및 그 방법(APPARATUS FOR CONTROLLING A SCREEN OF A VIDEO CD(COMPACT DISC) PLAYER AND A METHOD THEREOF, PARTICULARLY BY DISPLAYING A STOP IMAGE PREVIOUSLY MEMORIZED AT A MEMORY WHEN SHOWING AN UNSOUND ELEMENT ON THE SCREEN)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.08.27,"예약 기능을 제공하는 장치 및 그 제어방법(APPARATUS FOR PROVIDING A RESERVATION FUNCTION AND A CONTROL METHOD THEREOF, ESPECIALLY FOR AUTOMATICALLY DISPLAYING A RESERVED PROGRAM AT A RESERVED TIME AND AUTOMATICALLY DELETING RESERVED CONTENTS WHEN THE RESERVED PROGRAM IS TERMINATED)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.09.01,차량용디스플레이장치의자동밝기변환장치및방법(APPARATUS AND METHOD FOR AUTOMATICALLY ADJUSTING BRIGHTNESS OF DISPLAY DEVICE FOR VEHICLE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.06.29,액티브매트릭스방식의액정표시장치및그의제조방법(LIQUID CRYSTAL DISPLAY DEVICE OF ACTIVE MATRIX METHOD AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.06.02,박막트랜지스터-액정표시장치(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.05.04,형광표시관의명암조절장치(APPARATUS FOR CONTROLLING BRIGHTNESS AND DARKNESS OF FLUORESCENT DISPLAY TUBE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.10.27,디스플레이데이타채널방식에서의교류차단형초절전회로(CIRCUIT FOR POWER-SAVING ON DISPLAY DATA CHANNEL SYSTEM),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.08.19,디스플레이장치의초절전회로(POWER SAVING CIRCUIT FOR DISPLAY UNIT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.06.30,자동차종합정보표시장치및그방법(METHOD AND APPARATUS FOR DISPLAYING CAR INFORMATION),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.12.24,후면배경관찰이가능한차량용헤드-업디스플레이장치(HEAD-UP DISPLAY APPARATUS FOR CAR CAPABLE OF REAR VIEW),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.11.16,화상출력장치의화상제어회로및그제어방법(THE CIRCUIT AND THE METHOD FOR CONTROLLING DISPLAYING UNIT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.10.08,차량자동항법장치의최단거리표시방법(METHOD FOR DISPLAYING THE SHORTEST DISTANCE IN NAVIGATION APPARATUS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.09.28,위성방송수신화면의온스크린디스플레이상에서의전자계산기및전자수첩기능수행시스템및그방법(ELECTRONIC COMPUTER AND ELECTRONIC POCKETBOOK FUNCTION EXECUTING SYSTEM IN AN ON SCREEN DISPLAY OF A SATELLITE BROADCASTING RECEIVING SCREEN AND A METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.08.20,차량용 내비게이션 표시화면 디스플레이 방법(METHOD FOR DISPLAYING THE SCREEN OF A CAR NEVIGATION SYSTEM),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.06.30,하드웨어커서의디스플레이제어회로(DISPLAY CONTROL CIRCUIT FOR HARDWARE CURSOR),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.12.31,고화질텔레비전의움직임보상과디스플레이를위한메모리어드레스와디스플레이의콘트롤장치(ADDRESS MULTIPLEXING APPARATUS AND I/O CONTROLLER FOR HDTV MOTION COMPENSATION AND DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.12.31,고선명텔레비젼의디스플레이어드레스제네레이터및콘트롤러회로(DISPLAY ADRESS GENERATOR AND CONTROL CIRCUIT OF HDTV),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.12.29,"화면데이타콘트롤시좌표(X,Y)의자동증가콘트롤로직회로(AUTOMATIC INCREASING CONTROL LOGIC CIRCUIT FOR DISPLAY DATA)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.11.03,박막트랜지스터액정표시소자(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.07.15,전자복사기의감광드럼감광능력/상태표시방법및그장치(METHOD AND APPARATUS FOR DISPLAYING AN ELECTROPHOTO-SENSITIVE DRUM CONDITION),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.03.18,조작판넬의메시지표시제어방법(CONTROLLING METHOD FOR MESSAGE DISPLAY IN OPERATING PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1991.08.16,휴대용전화기및자동차전화기의시간표시장치및방법(TIME DISPLAY APPARATUS AND METHOD OF CAR-PHONE AND HANDY-PHONE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1991.07.03,포토및식각바이어스측정표시장치(PHOTO AND ETCH BIAS MEASUREMENT DISPLAY APPARATUS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1991.03.11,폰트ROM을이용한문자표시장치및방법(WORD DISPLAY DEVICE UTILIZING FONT ROM AND THE METHOD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.11.30,데이타수신및에러표시회로(DATA RECEIVER AND ERROR DISPLAYING CIRCUIT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.11.30,전화기의송신불능상태표시방법(TELEPHONE DATA DISPLAY METHOD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.09.17,휴대용전화기의7-세그먼트의도트를이용한전계강도표시방법(ELECTROMAGNETIC DEGREE DISPLAY METHOD USING 7-SEGMENT DOT OF HANDY-PHONE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.09.14,"자동차전화기의서비스내,외지역구분표시회로(SEVICE AREA DISPLAY CIRCUIT OF CAR-PHONE)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.08.17,자동차전화의지역표시방법(AREA DISPLAY METHOD OF CAR-PHONE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.06.27,자동차전화기및휴대용전화기의통화시간표시방법(METHOD FOR DISPLAYING COMMUNICATION TIME),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.06.27,자동차전화기의전화번호표시부를이용한수신전계강도표시방법(METHOD FOR DISPLAYING RSSI BY USING TELEPHONE NEMBER DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.11.25,무선호출수신기의시간표시방법(METHOD FOR DISPLAYING TIME IN A RADIO PAGER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.11.30,키폰시스템에서의메세지전송표시방법(MESSAGE DISPLAYING METHOD IN KEYPHONE SYSTEM),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.11.30,키폰시스템에서의전화요금표시방법(TELEPHONE BILL DISPLAY METHOD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.06.07,자동차앞바퀴의위치각도표시장치(CIRCUIT FOR DISPLAYING POSITION ANGLE OF FRONT TYRE OF VEHICLE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.03.20,전화기통화중표시기(BUSY LINE DISPLAYING APPARATUS FOR TELEPHONE SET),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1988.08.12,차량용제동표시장치및그제어방법(BRAKING DISPLAY SYSTEM AND ITS CONTROLLING METHOD FOR VEHICLE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
